"control_id","control_name","is_enhancement","parent_control_id","baseline","baseline_levels","control_text","fedramp_assignments"
"CM-6(1)","Automated Management, Application, and Verification","true","CM-6","High","M,H","Manage, apply, and verify configuration settings for [Assignment: organization-defined system components] using [Assignment: organization-defined automated mechanisms].",""
"CM-6(2)","Respond to Unauthorized Changes","true","CM-6","High","H","Take the following actions in response to unauthorized changes to [Assignment: organization-defined configuration settings]: [Assignment: organization-defined actions].",""
"CM-7","Least Functionality","false","","High","L,M,H","a. Configure the system to provide only [Assignment: organization-defined mission essential capabilities]; and

    b. Prohibit or restrict the use of the following functions, ports, protocols, software, and/or services: [Assignment: organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services].

__ CM-7 Additional FedRAMP Requirements and Guidance:__

__ (b) Requirement:__ The service provider shall use Security guidelines (See CM-6) to establish list of prohibited or restricted functions, ports, protocols, and/or services or establishes its own list of prohibited or restricted functions, ports, protocols, and/or services if STIGs or CIS is not available.",""
"CM-7(1)","Periodic Review","true","CM-7","High","M,H","(a)   Review the system [FedRAMP Assignment: at least annually] to identify unnecessary and/or nonsecure functions, ports, protocols, software, and services; and

        (b)   Disable or remove [Assignment: organization-defined functions, ports, protocols, software, and services within the system deemed to be unnecessary and/or nonsecure].","at least annually"
"CM-7(2)","Prevent Program Execution","true","CM-7","High","M,H","Prevent program execution in accordance with [Selection (one-or-more): [Assignment: organization-defined policies, rules of behavior, and/or access agreements regarding software program usage and restrictions]; rules authorizing the terms and conditions of software program usage].

__ CM-7 (2) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ This control refers to software deployment by CSP personnel into the production environment. The control requires a policy that states conditions for deploying software. This control shall be implemented in a technical manner on the information system to only allow programs to run that adhere to the policy (i.e. allow-listing). This control is not to be based off of strictly written policy on what is allowed or not allowed to run.",""
"CM-7(5)","Authorized Software — Allow-by-exception","true","CM-7","High","M,H","(a)   Identify [Assignment: organization-defined software programs authorized to execute on the system];

        (b)   Employ a deny-all, permit-by-exception policy to allow the execution of authorized software programs on the system; and

        (c)   Review and update the list of authorized software programs [FedRAMP Assignment: at least quarterly or when there is a change].","at least quarterly or when there is a change"
"CM-8","System Component Inventory","false","","High","L,M,H","a. Develop and document an inventory of system components that:

        1. Accurately reflects the system;

        2. Includes all components within the system;

        3. Does not include duplicate accounting of components or components assigned to any other system;

        4. Is at the level of granularity deemed necessary for tracking and reporting; and

        5. Includes the following information to achieve system component accountability: [Assignment: organization-defined information deemed necessary to achieve effective system component accountability]; and

    b. Review and update the system component inventory [FedRAMP Assignment: at least monthly].

__ CM-8 Additional FedRAMP Requirements and Guidance:__

__ Requirement:__ must be provided at least monthly or when there is a change.","at least monthly"
"CM-8(1)","Updates During Installation and Removal","true","CM-8","High","M,H","Update the inventory of system components as part of component installations, removals, and system updates.",""
"CM-8(2)","Automated Maintenance","true","CM-8","High","H","Maintain the currency, completeness, accuracy, and availability of the inventory of system components using [Assignment: organization-defined automated mechanisms].",""
"CM-8(3)","Automated Unauthorized Component Detection","true","CM-8","High","M,H","(a)   Detect the presence of unauthorized hardware, software, and firmware components within the system using [FedRAMP Assignment: automated mechanisms with a maximum five-minute delay in detection]; and [FedRAMP Assignment: continuously]

        (b)   Take the following actions when unauthorized components are detected: [Selection (one-or-more): disable network access by such components; isolate the components; notify [Assignment: organization-defined personnel or roles]].","automated mechanisms with a maximum five-minute delay in detection
continuously"
"CM-8(4)","Accountability Information","true","CM-8","High","H","Include in the system component inventory information, a means for identifying by [FedRAMP Assignment: position and role], individuals responsible and accountable for administering those components.","position and role"
"CM-9","Configuration Management Plan","false","","High","M,H","Develop, document, and implement a configuration management plan for the system that:

    a. Addresses roles, responsibilities, and configuration management processes and procedures;

    b. Establishes a process for identifying configuration items throughout the system development life cycle and for managing the configuration of the configuration items;

    c. Defines the configuration items for the system and places the configuration items under configuration management;

    d. Is reviewed and approved by [Assignment: organization-defined personnel or roles]; and

    e. Protects the configuration management plan from unauthorized disclosure and modification.

__ CM-9 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ FedRAMP does not provide a template for the Configuration Management Plan. However, NIST SP 800-128, Guide for Security-Focused Configuration Management of Information Systems, provides guidelines for the implementation of CM controls as well as a sample CMP outline in Appendix D of the Guide.",""
"CM-10","Software Usage Restrictions","false","","High","L,M,H","a. Use software and associated documentation in accordance with contract agreements and copyright laws;

    b. Track the use of software and associated documentation protected by quantity licenses to control copying and distribution; and

    c. Control and document the use of peer-to-peer file sharing technology to ensure that this capability is not used for the unauthorized distribution, display, performance, or reproduction of copyrighted work.",""
"CM-11","User-installed Software","false","","High","L,M,H","a. Establish [Assignment: organization-defined policies] governing the installation of software by users;

    b. Enforce software installation policies through the following methods: [Assignment: organization-defined methods]; and

    c. Monitor policy compliance [FedRAMP Assignment: Continuously (via CM-7(5))].","Continuously (via CM-7(5))"
"CM-12","Information Location","false","","High","M,H","a. Identify and document the location of [Assignment: organization-defined information] and the specific system components on which the information is processed and stored;

    b. Identify and document the users who have access to the system and system components where the information is processed and stored; and

    c. Document changes to the location (i.e., system or system components) where the information is processed and stored.

__ CM-12 Additional FedRAMP Requirements and Guidance:__

__ Requirement:__ According to FedRAMP Authorization Boundary Guidance.",""
"CM-12(1)","Automated Tools to Support Information Location","true","CM-12","High","M,H","Use automated tools to identify [FedRAMP Assignment: Federal data and system data that must be protected at the High or Moderate impact levels] on [Assignment: organization-defined system components] to ensure controls are in place to protect organizational information and individual privacy.

__ CM-12 (1) Additional FedRAMP Requirements and Guidance:__

__ Requirement:__ According to FedRAMP Authorization Boundary Guidance.","Federal data and system data that must be protected at the High or Moderate impact levels"
"CM-14","Signed Components","false","","High","H","Prevent the installation of [Assignment: organization-defined software and firmware components] without verification that the component has been digitally signed using a certificate that is recognized and approved by the organization.

__ CM-14 Additional FedRAMP Requirements and Guidance:__

**Guidance:** If digital signatures/certificates are unavailable, alternative cryptographic integrity checks (hashes, self-signed certs, etc.) can be utilized.",""
"CP-1","Policy and Procedures","false","","High","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] contingency planning policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the contingency planning policy and the associated contingency planning controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the contingency planning policy and procedures; and

    c. Review and update the current contingency planning:

        1. Policy [FedRAMP Assignment: at least annually] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least annually
at least annually
significant changes"
"CP-2","Contingency Plan","false","","High","L,M,H","a. Develop a contingency plan for the system that:

        1. Identifies essential mission and business functions and associated contingency requirements;

        2. Provides recovery objectives, restoration priorities, and metrics;

        3. Addresses contingency roles, responsibilities, assigned individuals with contact information;

        4. Addresses maintaining essential mission and business functions despite a system disruption, compromise, or failure;

        5. Addresses eventual, full system restoration without deterioration of the controls originally planned and implemented;

        6. Addresses the sharing of contingency information; and

        7. Is reviewed and approved by [Assignment: organization-defined personnel or roles];

    b. Distribute copies of the contingency plan to [Assignment: organization-defined key contingency personnel (identified by name and/or by role) and organizational elements];

    c. Coordinate contingency planning activities with incident handling activities;

    d. Review the contingency plan for the system [FedRAMP Assignment: at least annually];

    e. Update the contingency plan to address changes to the organization, system, or environment of operation and problems encountered during contingency plan implementation, execution, or testing;

    f. Communicate contingency plan changes to [Assignment: organization-defined key contingency personnel (identified by name and/or by role) and organizational elements];

    g. Incorporate lessons learned from contingency plan testing, training, or actual contingency activities into contingency testing and training; and

    h. Protect the contingency plan from unauthorized disclosure and modification.

__ CP-2 Additional FedRAMP Requirements and Guidance:__

__ Requirement:__ For JAB authorizations the contingency lists include designated FedRAMP personnel.

__ Requirement:__ CSPs must use the FedRAMP Information System Contingency Plan (ISCP) Template (available on the fedramp.gov: <https://www.fedramp.gov/assets/resources/templates/SSP-Appendix-G-Information-System-Contingency-Plan-(ISCP)-Template.docx>).","at least annually"
"CP-2(1)","Coordinate with Related Plans","true","CP-2","High","M,H","Coordinate contingency plan development with organizational elements responsible for related plans.",""
"CP-2(2)","Capacity Planning","true","CP-2","High","H","Conduct capacity planning so that necessary capacity for information processing, telecommunications, and environmental support exists during contingency operations.",""
"CP-2(3)","Resume Mission and Business Functions","true","CP-2","High","M,H","Plan for the resumption of [FedRAMP Assignment: all] mission and business functions within [FedRAMP Assignment: time period defined in service provider and organization SLA] of contingency plan activation.","all
time period defined in service provider and organization SLA"
"CP-2(5)","Continue Mission and Business Functions","true","CP-2","High","H","Plan for the continuance of [FedRAMP Assignment: essential] mission and business functions with minimal or no loss of operational continuity and sustains that continuity until full system restoration at primary processing and/or storage sites.","essential"
"CP-2(8)","Identify Critical Assets","true","CP-2","High","M,H","Identify critical system assets supporting [Selection: Assignment: all; essential] mission and business functions.",""
"CP-3","Contingency Training","false","","High","L,M,H","a. Provide contingency training to system users consistent with assigned roles and responsibilities:

        1. Within [FedRAMP Assignment: *See Additional Requirements] of assuming a contingency role or responsibility;

        2. When required by system changes; and

        3. [FedRAMP Assignment: at least annually] thereafter; and

    b. Review and update contingency training content [FedRAMP Assignment: at least annually] and following [Assignment: organization-defined events].

__ CP-3 Additional FedRAMP Requirements and Guidance:__

__ (a) Requirement:__ Privileged admins and engineers must take the basic contingency training within 10 days. Consideration must be given for those privileged admins and engineers with critical contingency-related roles, to gain enough system context and situational awareness to understand the full impact of contingency training as it applies to their respective level. Newly hired critical contingency personnel must take this more in-depth training within 60 days of hire date when the training will have more impact.","*See Additional Requirements
at least annually
at least annually"
"CP-3(1)","Simulated Events","true","CP-3","High","H","Incorporate simulated events into contingency training to facilitate effective response by personnel in crisis situations.",""
"CP-4","Contingency Plan Testing","false","","High","L,M,H","a. Test the contingency plan for the system [FedRAMP Assignment: at least annually] using the following tests to determine the effectiveness of the plan and the readiness to execute the plan: [FedRAMP Assignment: functional exercises].

    b. Review the contingency plan test results; and

    c. Initiate corrective actions, if needed.

__ CP-4 Additional FedRAMP Requirements and Guidance:__

__ (a) Requirement:__ The service provider develops test plans in accordance with NIST Special Publication 800-34 (as amended); plans are approved by the JAB/AO prior to initiating testing.

__ (a) Requirement:__ The service provider must include the Contingency Plan test results with the security package within the Contingency Plan-designated appendix (Appendix G, Contingency Plan Test Report).","at least annually
functional exercises"
"CP-4(1)","Coordinate with Related Plans","true","CP-4","High","M,H","Coordinate contingency plan testing with organizational elements responsible for related plans.",""
"CP-4(2)","Alternate Processing Site","true","CP-4","High","H","Test the contingency plan at the alternate processing site:

        (a)   To familiarize contingency personnel with the facility and available resources; and

        (b)   To evaluate the capabilities of the alternate processing site to support contingency operations.",""
"CP-6","Alternate Storage Site","false","","High","M,H","a. Establish an alternate storage site, including necessary agreements to permit the storage and retrieval of system backup information; and

    b. Ensure that the alternate storage site provides controls equivalent to that of the primary site.",""
"CP-6(1)","Separation from Primary Site","true","CP-6","High","M,H","Identify an alternate storage site that is sufficiently separated from the primary storage site to reduce susceptibility to the same threats.",""
"CP-6(2)","Recovery Time and Recovery Point Objectives","true","CP-6","High","H","Configure the alternate storage site to facilitate recovery operations in accordance with recovery time and recovery point objectives.",""
"CP-6(3)","Accessibility","true","CP-6","High","M,H","Identify potential accessibility problems to the alternate storage site in the event of an area-wide disruption or disaster and outline explicit mitigation actions.",""
"CP-7","Alternate Processing Site","false","","High","M,H","a. Establish an alternate processing site, including necessary agreements to permit the transfer and resumption of [Assignment: organization-defined system operations] for essential mission and business functions within [Assignment: organization-defined time period consistent with recovery time and recovery point objectives] when the primary processing capabilities are unavailable;

    b. Make available at the alternate processing site, the equipment and supplies required to transfer and resume operations or put contracts in place to support delivery to the site within the organization-defined time period for transfer and resumption; and

    c. Provide controls at the alternate processing site that are equivalent to those at the primary site.

__ CP-7 Additional FedRAMP Requirements and Guidance:__

__ (a) Requirement:__ The service provider defines a time period consistent with the recovery time objectives and business impact analysis.",""
"CP-7(1)","Separation from Primary Site","true","CP-7","High","M,H","Identify an alternate processing site that is sufficiently separated from the primary processing site to reduce susceptibility to the same threats.

__ CP-7 (1) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ The service provider may determine what is considered a sufficient degree of separation between the primary and alternate processing sites, based on the types of threats that are of concern. For one particular type of threat (i.e., hostile cyber attack), the degree of separation between sites will be less relevant.",""
"CP-7(2)","Accessibility","true","CP-7","High","M,H","Identify potential accessibility problems to alternate processing sites in the event of an area-wide disruption or disaster and outlines explicit mitigation actions.",""
"CP-7(3)","Priority of Service","true","CP-7","High","M,H","Develop alternate processing site agreements that contain priority-of-service provisions in accordance with availability requirements (including recovery time objectives).",""
"CP-7(4)","Preparation for Use","true","CP-7","High","H","Prepare the alternate processing site so that the site can serve as the operational site supporting essential mission and business functions.",""
"CP-8","Telecommunications Services","false","","High","M,H","Establish alternate telecommunications services, including necessary agreements to permit the resumption of [Assignment: organization-defined system operations] for essential mission and business functions within [Assignment: organization-defined time period] when the primary telecommunications capabilities are unavailable at either the primary or alternate processing or storage sites.

__ CP-8 Additional FedRAMP Requirements and Guidance:__

__ Requirement:__ The service provider defines a time period consistent with the recovery time objectives and business impact analysis.",""
"CP-8(1)","Priority of Service Provisions","true","CP-8","High","M,H","(a)   Develop primary and alternate telecommunications service agreements that contain priority-of-service provisions in accordance with availability requirements (including recovery time objectives); and

        (b)   Request Telecommunications Service Priority for all telecommunications services used for national security emergency preparedness if the primary and/or alternate telecommunications services are provided by a common carrier.",""
"CP-8(2)","Single Points of Failure","true","CP-8","High","M,H","Obtain alternate telecommunications services to reduce the likelihood of sharing a single point of failure with primary telecommunications services.",""
"CP-8(3)","Separation of Primary and Alternate Providers","true","CP-8","High","H","Obtain alternate telecommunications services from providers that are separated from primary service providers to reduce susceptibility to the same threats.",""
"CP-8(4)","Provider Contingency Plan","true","CP-8","High","H","(a)   Require primary and alternate telecommunications service providers to have contingency plans;

        (b)   Review provider contingency plans to ensure that the plans meet organizational contingency requirements; and

        (c)   Obtain evidence of contingency testing and training by providers [FedRAMP Assignment: annually].","annually"
"CP-9","System Backup","false","","High","L,M,H","a. Conduct backups of user-level information contained in [Assignment: organization-defined system components]; [FedRAMP Assignment: daily incremental; weekly full]

    b. Conduct backups of system-level information contained in the system [FedRAMP Assignment: daily incremental; weekly full];

    c. Conduct backups of system documentation, including security- and privacy-related documentation [FedRAMP Assignment: daily incremental; weekly full]; and

    d. Protect the confidentiality, integrity, and availability of backup information.

__ CP-9 Additional FedRAMP Requirements and Guidance:__

__ Requirement:__ The service provider shall determine what elements of the cloud environment require the Information System Backup control. The service provider shall determine how Information System Backup is going to be verified and appropriate periodicity of the check.

__ (a) Requirement:__ The service provider maintains at least three (3) backup copies of user-level information (at least one (1) of which is available online) or provides an equivalent alternative.

__ (b) Requirement:__ The service provider maintains at least three (3) backup copies of system-level information (at least one (1) of which is available online) or provides an equivalent alternative.

__ (c) Requirement:__ The service provider maintains at least three (3) backup copies of information system documentation including security information (at least one (1) of which is available online) or provides an equivalent alternative.","daily incremental; weekly full
daily incremental; weekly full
daily incremental; weekly full"
"CP-9(1)","Testing for Reliability and Integrity","true","CP-9","High","M,H","Test backup information [FedRAMP Assignment: at least monthly] to verify media reliability and information integrity.","at least monthly"
"CP-9(2)","Test Restoration Using Sampling","true","CP-9","High","H","Use a sample of backup information in the restoration of selected system functions as part of contingency plan testing.",""
"CP-9(3)","Separate Storage for Critical Information","true","CP-9","High","H","Store backup copies of [Assignment: organization-defined critical system software and other security-related information] in a separate facility or in a fire rated container that is not collocated with the operational system.",""
"CP-9(5)","Transfer to Alternate Storage Site","true","CP-9","High","H","Transfer system backup information to the alternate storage site [FedRAMP Assignment: time period and transfer rate consistent with the recovery time and recovery point objectives defined in the service provider and organization SLA.].","time period and transfer rate consistent with the recovery time and recovery point objectives defined in the service provider and organization SLA."
"CP-9(8)","Cryptographic Protection","true","CP-9","High","M,H","Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of [FedRAMP Assignment: all backup files].

__ CP-9 (8) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Note that this enhancement requires the use of cryptography which must be compliant with Federal requirements and utilize FIPS validated or NSA approved cryptography (see SC-13.)","all backup files"
"CP-10","System Recovery and Reconstitution","false","","High","L,M,H","Provide for the recovery and reconstitution of the system to a known state within [Assignment: organization-defined time period consistent with recovery time and recovery point objectives] after a disruption, compromise, or failure.",""
"CP-10(2)","Transaction Recovery","true","CP-10","High","M,H","Implement transaction recovery for systems that are transaction-based.",""
"CP-10(4)","Restore Within Time Period","true","CP-10","High","H","Provide the capability to restore system components within [FedRAMP Assignment: time period consistent with the restoration time-periods defined in the service provider and organization SLA] from configuration-controlled and integrity-protected information representing a known, operational state for the components.","time period consistent with the restoration time-periods defined in the service provider and organization SLA"
"IA-1","Policy and Procedures","false","","High","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] identification and authentication policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the identification and authentication policy and the associated identification and authentication controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the identification and authentication policy and procedures; and

    c. Review and update the current identification and authentication:

        1. Policy [FedRAMP Assignment: at least annually] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least annually
at least annually
significant changes"
"IA-2","Identification and Authentication (Organizational Users)","false","","High","L,M,H","Uniquely identify and authenticate organizational users and associate that unique identification with processes acting on behalf of those users.

__ IA-2 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ “Phishing-resistant” authentication refers to authentication processes designed to detect and prevent disclosure of authentication secrets and outputs to a website or application masquerading as a legitimate system.

__ Requirement:__ For all control enhancements that specify multifactor authentication, the implementation must adhere to the Digital Identity Guidelines specified in NIST Special Publication 800-63B.

__ Requirement:__ Multi-factor authentication must be phishing-resistant.

__ Requirement:__ All uses of encrypted virtual private networks must meet all applicable Federal requirements and architecture, dataflow, and security and privacy controls must be documented, assessed, and authorized to operate.",""
"IA-2(1)","Multi-factor Authentication to Privileged Accounts","true","IA-2","High","L,M,H","Implement multi-factor authentication for access to privileged accounts.

__ IA-2 (1) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Multi-factor authentication to subsequent components in the same user domain is not required.

__ Requirement:__ According to SP 800-63-3, SP 800-63A (IAL), SP 800-63B (AAL), and SP 800-63C (FAL).

__ Requirement:__ Multi-factor authentication must be phishing-resistant.",""
"IA-2(2)","Multi-factor Authentication to Non-privileged Accounts","true","IA-2","High","L,M,H","Implement multi-factor authentication for access to non-privileged accounts.

__ IA-2 (2) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Multi-factor authentication to subsequent components in the same user domain is not required.

__ Requirement:__ According to SP 800-63-3, SP 800-63A (IAL), SP 800-63B (AAL), and SP 800-63C (FAL).

__ Requirement:__ Multi-factor authentication must be phishing-resistant.",""
"IA-2(5)","Individual Authentication with Group Authentication","true","IA-2","High","M,H","When shared accounts or authenticators are employed, require users to be individually authenticated before granting access to the shared accounts or resources.",""
"IA-2(6)","Access to Accounts —separate Device","true","IA-2","High","M,H","Implement multi-factor authentication for [FedRAMP Assignment: local, network and remote] access to [FedRAMP Assignment: privileged accounts; non-privileged accounts] such that:

        (a)   One of the factors is provided by a device separate from the system gaining access; and

        (b)   The device meets [FedRAMP Assignment: FIPS-validated or NSA-approved cryptography].

__ IA-2 (6) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ PIV=separate device. Please refer to NIST SP 800-157 Guidelines for Derived Personal Identity Verification (PIV) Credentials.

__ Guidance:__ See SC-13 Guidance for more information on FIPS-validated or NSA-approved cryptography.","local, network and remote
privileged accounts; non-privileged accounts
FIPS-validated or NSA-approved cryptography"
"IA-2(8)","Access to Accounts — Replay Resistant","true","IA-2","High","L,M,H","Implement replay-resistant authentication mechanisms for access to [FedRAMP Assignment: privileged accounts; non-privileged accounts].","privileged accounts; non-privileged accounts"
"IA-2(12)","Acceptance of PIV Credentials","true","IA-2","High","L,M,H","Accept and electronically verify Personal Identity Verification-compliant credentials.

__ IA-2 (12) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Include Common Access Card (CAC), i.e., the DoD technical implementation of PIV/FIPS 201/HSPD-12.",""
"IA-3","Device Identification and Authentication","false","","High","M,H","Uniquely identify and authenticate [Assignment: organization-defined devices and/or types of devices] before establishing a [Selection (one-or-more): local; remote; network] connection.",""
"IA-4","Identifier Management","false","","High","L,M,H","Manage system identifiers by:

    a. Receiving authorization from [FedRAMP Assignment: at a minimum, the ISSO (or similar role within the organization)] to assign an individual, group, role, service, or device identifier;

    b. Selecting an identifier that identifies an individual, group, role, service, or device;

    c. Assigning the identifier to the intended individual, group, role, service, or device; and

    d. Preventing reuse of identifiers for [FedRAMP Assignment: at least two (2) years].","at a minimum, the ISSO (or similar role within the organization)
at least two (2) years"
"IA-4(4)","Identify User Status","true","IA-4","High","M,H","Manage individual identifiers by uniquely identifying each individual as [FedRAMP Assignment: contractors; foreign nationals].","contractors; foreign nationals"
"IA-5","Authenticator Management","false","","High","L,M,H","Manage system authenticators by:

    a. Verifying, as part of the initial authenticator distribution, the identity of the individual, group, role, service, or device receiving the authenticator;

    b. Establishing initial authenticator content for any authenticators issued by the organization;

    c. Ensuring that authenticators have sufficient strength of mechanism for their intended use;

    d. Establishing and implementing administrative procedures for initial authenticator distribution, for lost or compromised or damaged authenticators, and for revoking authenticators;

    e. Changing default authenticators prior to first use;

    f. Changing or refreshing authenticators [Assignment: organization-defined time period by authenticator type] or when [Assignment: organization-defined events] occur;

    g. Protecting authenticator content from unauthorized disclosure and modification;

    h. Requiring individuals to take, and having devices implement, specific controls to protect authenticators; and

    i. Changing authenticators for group or role accounts when membership to those accounts changes.

__ IA-5 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ SP 800-63C Section 6.2.3 Encrypted Assertion requires that authentication assertions be encrypted when passed through third parties, such as a browser. For example, a SAML assertion can be encrypted using XML-Encryption, or an OpenID Connect ID Token can be encrypted using JSON Web Encryption (JWE).

__ Requirement:__ Authenticators must be compliant with NIST SP 800-63-3 Digital Identity Guidelines IAL, AAL, FAL level 3. Link <https://pages.nist.gov/800-63-3>.",""
"IA-5(1)","Password-based Authentication","true","IA-5","High","L,M,H","For password-based authentication:

        (a)   Maintain a list of commonly-used, expected, or compromised passwords and update the list [Assignment: organization-defined frequency] and when organizational passwords are suspected to have been compromised directly or indirectly;

        (b)   Verify, when users create or update passwords, that the passwords are not found on the list of commonly-used, expected, or compromised passwords in IA-5(1)(a);

        (c)   Transmit passwords only over cryptographically-protected channels;

        (d)   Store passwords using an approved salted key derivation function, preferably using a keyed hash;

        (e)   Require immediate selection of a new password upon account recovery;

        (f)   Allow user selection of long passwords and passphrases, including spaces and all printable characters;

        (g)   Employ automated tools to assist the user in selecting strong password authenticators; and

        (h)   Enforce the following composition and complexity rules: [Assignment: organization-defined composition and complexity rules].

__ IA-5 (1) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Note that (c) and (d) require the use of cryptography which must be compliant with Federal requirements and utilize FIPS validated or NSA approved cryptography (see SC-13).

__ Requirement:__ Password policies must be compliant with NIST SP 800-63B for all memorized, lookup, out-of-band, or One-Time-Passwords (OTP). Password policies shall not enforce special character or minimum password rotation requirements for memorized secrets of users.

__ (h) Requirement:__ For cases where technology doesn’t allow multi-factor authentication, these rules should be enforced: must have a minimum length of 14 characters and must support all printable ASCII characters.

__ __For emergency use accounts, these rules should be enforced: must have a minimum length of 14 characters, must support all printable ASCII characters, and passwords must be changed if used.",""
"IA-5(2)","Public Key-based Authentication","true","IA-5","High","M,H","1.  For public key-based authentication:

2.  Enforce authorized access to the corresponding private key; and

3.  Map the authenticated identity to the account of the individual or group; and

         (b)   When public key infrastructure (PKI) is used:

             (1) Validate certificates by constructing and verifying a certification path to an accepted trust anchor, including checking certificate status information; and

             (2) Implement a local cache of revocation data to support path discovery and validation.",""
"IA-5(6)","Protection of Authenticators","true","IA-5","High","M,H","Protect authenticators commensurate with the security category of the information to which use of the authenticator permits access.",""
"IA-5(7)","No Embedded Unencrypted Static Authenticators","true","IA-5","High","M,H","Ensure that unencrypted static authenticators are not embedded in applications or other forms of static storage.

__ IA-5 (7) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ In this context, prohibited static storage refers to any storage where unencrypted authenticators, such as passwords, persist beyond the time required to complete the access process.",""
"IA-5(8)","Multiple System Accounts","true","IA-5","High","H","Implement [FedRAMP Assignment: different authenticators in different user authentication domains] to manage the risk of compromise due to individuals having accounts on multiple systems.

__ IA-5 (8) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ If a single user authentication domain is used to access multiple systems, such as in single-sign-on, then only a single authenticator is required.","different authenticators in different user authentication domains"
"IA-5(13)","Expiration of Cached Authenticators","true","IA-5","High","H","Prohibit the use of cached authenticators after [Assignment: organization-defined time period].

__ IA-5 (13) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ For components subject to configuration baseline(s) (such as STIG or CIS,) the time period should conform to the baseline standard.",""
"IA-6","Authentication Feedback","false","","High","L,M,H","Obscure feedback of authentication information during the authentication process to protect the information from possible exploitation and use by unauthorized individuals.",""
"IA-7","Cryptographic Module Authentication","false","","High","L,M,H","Implement mechanisms for authentication to a cryptographic module that meet the requirements of applicable laws, executive orders, directives, policies, regulations, standards, and guidelines for such authentication.",""
"IA-8","Identification and Authentication (Non-organizational Users)","false","","High","L,M,H","Uniquely identify and authenticate non-organizational users or processes acting on behalf of non-organizational users.",""
"IA-8(1)","Acceptance of PIV Credentials from Other Agencies","true","IA-8","High","L,M,H","Accept and electronically verify Personal Identity Verification-compliant credentials from other federal agencies.",""
"IA-8(2)","Acceptance of External Authenticators","true","IA-8","High","L,M,H","(a)   Accept only external authenticators that are NIST-compliant; and

        (b)   Document and maintain a list of accepted external authenticators.",""
"IA-8(4)","Use of Defined Profiles","true","IA-8","High","L,M,H","Conform to the following profiles for identity management [Assignment: organization-defined identity management profiles].",""
"IA-11","Re-authentication","false","","High","L,M,H","Require users to re-authenticate when [Assignment: organization-defined circumstances or situations requiring re-authentication].

__ IA-11 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ The fixed time period cannot exceed the limits set in SP 800-63. At this time they are:

- AAL3 (high baseline)
  - Twelve (12) hours or
  - Fifteen (15) minutes of inactivity.",""
"IA-12","Identity Proofing","false","","High","M,H","a. Identity proof users that require accounts for logical access to systems based on appropriate identity assurance level requirements as specified in applicable standards and guidelines;

    b. Resolve user identities to a unique individual; and

    c. Collect, validate, and verify identity evidence.

__ IA-12 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ In accordance with NIST SP 800-63A Enrollment and Identity Proofing.",""
"IA-12(2)","Identity Evidence","true","IA-12","High","M,H","Require evidence of individual identification be presented to the registration authority.",""
"IA-12(3)","Identity Evidence Validation and Verification","true","IA-12","High","M,H","Require that the presented identity evidence be validated and verified through [Assignment: organizational defined methods of validation and verification].",""
"IA-12(4)","In-person Validation and Verification","true","IA-12","High","H","Require that the validation and verification of identity evidence be conducted in person before a designated registration authority.",""
