"control_id","control_domain","control_specification","architectural_relevance.phys","architectural_relevance.network","architectural_relevance.compute","architectural_relevance.storage","architectural_relevance.app","architectural_relevance.data","corp_gov_relevance","service_delivery_model.saas","service_delivery_model.paas","service_delivery_model.iaas","supplier_relationship.service_provider","supplier_relationship.tenant_consumer","framework_mappings.aicpa_2009_tsc_map","framework_mappings.aicpa_trust_service_criteria_soc_2sm_report","framework_mappings.aicpa_2014_tsc","framework_mappings.bits_shared_assessments_aup_v5_0","framework_mappings.bits_shared_assessments_sig_v6_0","framework_mappings.canada_pipeda","framework_mappings.ccm_v1_x","framework_mappings.cobit_4_1","framework_mappings.cobit_5_0","framework_mappings.coppa","framework_mappings.csa_enterprise_architecture_formerly_trusted_cloud_initiative","framework_mappings.csa_enterprise_architecture_formerly_trusted_cloud_initiative_2","framework_mappings.csa_enterprise_architecture_formerly_trusted_cloud_initiative_3","framework_mappings.csa_guidance_v3_0","framework_mappings.enisa_iaf","framework_mappings.95_46_ec_european_union_data_protection_directive","framework_mappings.fedramp_security_controls_final_release_jan_2012_low_impact_level","framework_mappings.fedramp_security_controls_final_release_jan_2012_moderate_impact_level","framework_mappings.gapp_aug_2009","framework_mappings.hipaa_hitech_act","framework_mappings.iso_iec_27001_2005","framework_mappings.iso_iec_27001_2013","framework_mappings.jericho_forum","framework_mappings.nerc_cip","framework_mappings.nist_sp800_53_r3","framework_mappings.nist_sp800_53_r4_app_j","framework_mappings.nzism","framework_mappings.odca_um_pa_r2_0","framework_mappings.odca_um_pa_r2_0_2","framework_mappings.pci_dss_v2_0","framework_mappings.pci_dss_v3_0","framework_mappings.tenant_consumer","framework_mappings.bsi_germany","framework_mappings.mexico_federal_law_on_protection_of_personal_data_held_by_private_parties","framework_mappings.itar","framework_mappings.ferpa"
"MOS-19","Mobile Security
Security Patches","Mobile devices connecting to corporate networks, or storing and accessing company information, shall allow for remote software version/patch validation. All mobile devices shall have the latest available security-related patches installed upon general release by the device manufacturer or carrier and authorized IT personnel shall be able to perform these updates remotely.","N","Y","Y","N","N","N","N","Y","Y","Y","Y","Y","","","","","","","--","","APO01.03
APO13.01
APO13.02
DSS05.03
DSS05.05
DSS05.06","","SRM > Infrastructure Protection Services->Network > Link Layer Network Security","shared","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","X","","","",""
"MOS-20","Mobile Security
Users","The BYOD policy shall clarify the systems and servers allowed for use or access on a BYOD-enabled device.","N","Y","N","N","Y","N","N","Y","Y","Y","Y","Y","","","","","","","--","","APO01.03
APO13.01
APO13.02","","SRM > Policies and Standards > Technical Security Standards","shared","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","X","","","",""
"SEF-01","Security Incident Management, E-Discovery & Cloud Forensics
Contact / Authority Maintenance","Points of contact for applicable regulation authorities, national and local law enforcement, and other legal jurisdictional authorities shall be maintained and regularly updated (e.g., change in impacted-scope and/or a change in any compliance obligation) to ensure direct compliance liaisons have been established and to be prepared for a forensic investigation requiring rapid engagement with law enforcement.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","S4.3.0




x4.4.0","(S4.3.0) Environmental, regulatory, and technological changes are monitored and their effect on system security is assessed on a timely basis and policies are updated for that assessment.

(x4.4.0) Environmental, regulatory, and technological changes are monitored, and their impact on system [availability, processing integrity, confidentiality] and security is assessed on a timely basis. System [availability, processing integrity, confidentiality] policies and procedures are updated for such changes as required.","CC3.3","","L1","","CO-04","ME 3.1","APO01.01
APO01.02
APO01.03
APO01.08
MEA03.01
MEA03.02
MEA03.03","312.4","BOSS > Compliance > Contact/Authority Maintenance","shared","x","Domain 2, 4","","","NIST SP 800-53 R3 IR-6
NIST SP 800-53 R3 SI-5","NIST SP 800-53 R3 IR-6
NIST SP 800-53 R3 IR-6 (1)
NIST SP 800-53 R3 SI-5","1.2.7
10.1.1
10.2.4","","A.6.1.6
A.6.1.7","A.6.1.3
A.6.1.4","Commandment #1
Commandment #2
Commandment #3","CIP-001-1a R3 - R4","AT-5
IR-6
SI-5","","3.2","","","11.1.e
12.5.3
12.9","12.5.3
12.10.1","X","","Chapter VI, 
Article 44.

Chatper II,
Article 16, part I","",""
"SEF-02","Security Incident Management, E-Discovery & Cloud Forensics
Incident Management","Policies and procedures shall be established, and supporting business 
processes and technical measures implemented, to triage security-related events and ensure timely and thorough incident management, as per established IT service management policies and procedures.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","IS3.7.0





S3.9.0","(IS3.7.0) Procedures exist to identify, report, and act upon system security breaches and other incidents.



(S3.9.0) Procedures exist to provide that issues of noncompliance with system availability, confidentiality of data, processing integrity and related security policies are promptly addressed and that corrective measures are taken on a timely basis.","CC5.5

CC6.2","J.1","J.1.1, J.1.2","Schedule 1 (Section 5) 4.1 Accountability, Subs. 4.1.4; 4.8 Openness, Subs. 4.8.2","IS-22","DS5.6","APO01.03
APO13.01
APO13.02
DSS01.03
DSS02.01
DSS02.02
DSS02.04
DSS02.05
DSS02.06","312.8 and 312.10","ITOS > Service Support > Security Incident Management","shared","x","Domain 2","6.04.07. (b)
6.07.01. (a)
6.07.01. (d)
6.07.01. (e)
6.07.01. (f)
6.07.01. (g)
6.07.01. (h)","Article 17","NIST SP 800-53 R3 IR-1
NIST SP 800-53 R3 IR-2
NIST SP 800-53 R3 IR-4
NIST SP 800-53 R3 IR-5
NIST SP 800-53 R3 IR-6
NIST SP 800-53 R3 IR-7","NIST SP 800-53 R3 IR-1
NIST SP 800-53 R3 IR-2
NIST SP 800-53 R3 IR-3
NIST SP 800-53 R3 IR-4
NIST SP 800-53 R3 IR-4 (1)
NIST SP 800-53 R3 IR-5
NIST SP 800-53 R3 IR-7
NIST SP 800-53 R3 IR-7 (1)
NIST SP 800-53 R3 IR-7 (2)
NIST SP 800-53 R3 IR-8","1.2.4
1.2.7
7.1.2
7.2.2
7.2.4
10.2.1
10.2.4","45 CFR 164.308 (a)(1)(i)
45 CFR 164.308 (a)(6)(i)","Clause 4.3.3
A.13.1.1
A.13.2.1","Clause
5.3 (a),
5.3 (b),
7.5.3(b),
5.2 (c),
7.5.3(d),
8.1,
8.3,
9.2(g),
Annex
A.16.1.1
A.16.1.2","Commandment #2
Commandment #6
Commandment #8","CIP-007-3 - R6.1 
CIP-008-3 - R1","IR-1
IR-2
IR-3
IR-4
IR-5
IR-7
IR-8","IP-4 COMPLAINT MANAGEMENT.  SE-2 PRIVACY INCIDENT RESPONSE","4.1
4.2
4.6
7.1","PA8
PA11","BSGP","12.9
12.9.1
12.9.2
12.9.3
12.9.4
12.9.5
12.9.6","12.1","X","46 (B)","Chapter II, Article 20","ITAR 22 CFR § 127.12",""
"SEF-03","Security Incident Management, E-Discovery & Cloud Forensics
Incident Reporting","Workforce personnel and external business relationships shall be informed of their responsibilities and, if required, shall consent and/or contractually agree to report all information security events in a timely manner. Information security events shall be reported through predefined communications channels in a timely manner adhering to applicable legal, statutory, or regulatory compliance obligations.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","A2.3.0
C2.3.0
I2.3.0
S2.3.0


S2.4



C3.6.0","(A2.3.0, C2.3.0, I2.3.0, S2.3.0) Responsibility and accountability for the entity’s system availability, confidentiality of data, processing integrity and related security policies and changes and updates to those policies are communicated to entity personnel responsible for implementing them.

(S2.4) The process for informing the entity about breaches of the system security and for submitting complaints is communicated to authorized users.

(C3.6.0) The entity has procedures to obtain assurance or representation that the confidentiality policies of third parties to whom information is transferred and upon which the entity relies are in conformity with the entity’s defined system confidentiality and related security policies and that the third party is in compliance with its policies.","CC2.3

CC2.5

C1.4
C1.5","J.1
E.1","J.1.1, E.4","Schedule 1 (Section 5) 4.1 Accountability, Subs. 4.1.3","IS-23","DS5.6","APO01.03
APO07.06
APO07.03
APO13.01
APO13.02
DSS02.01","312.3, 312.8 and 312.10","BOSS > Human Resources Security > Employee Awareness","shared","x","Domain 2","6.07.01. (a)","Article 17","NIST SP 800-53 R3 IR-2
NIST SP 800-53 R3 IR-6
NIST SP 800-53 R3 IR-7
NIST SP 800-53 R3 SI-5","NIST SP 800-53 R3 IR-2
NIST SP 800-53 R3 IR-6
NIST SP 800-53 R3 IR-6 (1)
NIST SP 800-53 R3 IR-7
NIST SP 800-53 R3 IR-7 (1)
NIST SP 800-53 R3 IR-7 (2)
NIST SP 800-53 R3 SI-4
NIST SP 800-53 R3 SI-4 (2)
NIST SP 800-53 R3 SI-4 (4)
NIST SP 800-53 R3 SI-4 (5)
NIST SP 800-53 R3 SI-4 (6)
NIST SP 800-53 R3 SI-5","1.2.7
1.2.10
7.1.2
7.2.2
7.2.4
10.2.4","45 CFR 164.312 (a)(6)(ii)
16 CFR 318.3 (a)
16 CFR 318.5 (a)
45 CFR 160.410 (a)(1)","Clause 4.3.3
Clause 5.2.2
A.6.1.3
A.8.2.1
A.8.2.2
A.13.1.1
A.13.1.2
A.13.2.1","Clause
5.2 (c),
5.3 (a),
5.3 (b),
7.2(a),
7.2(b),
7.2(c),
7.2(d),
7.3(b),
7.3(c)
7.5.3(b),
7.5.3(d),
8.1,
8.3,
9.2(g)
Annex
A.6.1.1
A.7.2.1,
A.7.2.2,
A.16.1.2,
A.16.1.3,
A.16.1.1","Commandment #2
Commandment #6
Commandment #8","CIP-003-3 - R4.1
CIP-004-3 R3.3","IR-2
IR-6
IR-7
SI-4
SI-5","IP-4 COMPLAINT MANAGEMENT.  SE-2 PRIVACY INCIDENT RESPONSE","7.2","PA8","BSGP","12.5.2
12.5.3","12.10.1","X","5 (B)
46 (B)
48 (A+)
49 (B)
50 (B)","Chapter II, Article 20","ITAR 22 CFR § 127.12","99.31(a)(1)(i)
34 CFR 99.32(a)"
"SEF-04","Security Incident Management, E-Discovery & Cloud Forensics
Incident Response Legal Preparation","Proper forensic procedures, including chain of custody, are required for the presentation of evidence to support potential legal action subject to the relevant jurisdiction after an information security incident.  Upon notification, customers and/or other external business partners impacted by a security breach shall be given the opportunity to participate as is legally permissible in the forensic investigation.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","S2.4.0





C3.15.0","(S2.4.0) The process for informing the entity about system availability issues, confidentiality issues, processing integrity issues, security issues and breaches of the system security and for submitting complaints is communicated to authorized users.

(C3.15.0) Procedures exist to provide that issues of noncompliance with defined confidentiality and related security policies are promptly addressed and that corrective measures are taken on a timely basis.","CC2.5

CC6.2","J.1
E.1","J.1.1, J.1.2,  E.4","","IS-24","DS5.6","APO01.03
APO13.01
APO13.02
DSS01.03
DSS02.01
DSS02.02
DSS02.04
DSS02.05
DSS02.06","312.8 and 312.10","BOSS > Legal Services > Incident Response Legal Preparation","shared","x","Domain 2","6.04.07. (b)
6.07.01. (f)
6.07.01. (h)","","NIST SP 800-53 R3 AU-6
NIST SP 800-53 R3 AU-9
NIST SP 800-53 R3 AU-11
NIST SP 800-53 R3 IR-5
NIST SP 800-53 R3 IR-7
NIST SP 800-53 R3 IR-8","NIST SP 800-53 R3 AU-6
NIST SP 800-53 R3 AU-6 (1)
NIST SP 800-53 R3 AU-6 (3)
NIST SP 800-53 R3 AU-7
NIST SP 800-53 R3 AU-7 (1)
NIST SP 800-53 R3 AU-9
NIST SP 800-53 R3 AU-9 (2)
NIST SP 800-53 R3 AU-10
NIST SP 800-53 R3 AU-10 (5)
NIST SP 800-53 R3 AU-11
NIST SP 800-53 R3 IR-5
NIST SP 800-53 R3 IR-7
NIST SP 800-53 R3 IR-7 (1)
NIST SP 800-53 R3 IR-7 (2)
NIST SP 800-53 R3 IR-8
NIST SP 800-53 R3 MP-5
NIST SP 800-53 R3 MP-5 (2)
NIST SP 800-53 R3 MP-5 (4)","1.2.7","45 CFR 164.308 (a)(6)(ii)","Clause 4.3.3
Clause 5.2.2
A.8.2.2
A.8.2.3
A.13.2.3
A.15.1.3","Clause
5.2 (c),
5.3 (a),
5.3 (b),
7.2(a),
7.2(b),
7.2(c),
7.2(d),
7.3(b),
7.3(c)
7.5.3(b),
7.5.3(d),
8.1,
8.3,
9.2(g)
Annex
A.7.2.2,
A.7.2.3,
A.16.1.7,
A.18.1.3","","CIP-004-3 R3.3","AU-6
AU-7
AU-9
AU-11
IR-5
IR-7
IR-8","","7.3","PA11","BSGP","","","X","","","",""
"SEF-05","Security Incident Management, E-Discovery & Cloud Forensics
Incident Response Metrics","Mechanisms shall be put in place to monitor and quantify the types, volumes, and costs of information security incidents.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","S3.9.0



C4.1.0","(S3.9.0) Procedures exist to provide that issues of noncompliance with security policies are promptly addressed and that corrective measures are taken on a timely basis.

(C4.1.0) The entity’s system security, availability, system integrity, and confidentiality is periodically reviewed and compared with the defined system security, availability, system integrity, and confidentiality policies.","CC6.2

CC4.1","","J.1.2","","IS-25","DS 4.9","DSS04.07","312.8 and 312.10","BOSS > Operational Risk Management > Key Risk Indicators","shared","x","Domain 2","6.07.01. (a)
6.07.01. (i)","","NIST SP 800-53 R3 IR-4
NIST SP 800-53 R3 IR-5
NIST SP 800-53 R3 IR-8","NIST SP 800-53 R3 IR-4
NIST SP 800-53 R3 IR-4 (1)
NIST SP 800-53 R3 IR-5
NIST SP 800-53 R3 IR-8","1.2.7
1.2.10","45 CFR 164.308 (a)(1)(ii)(D)","A.13.2.2","A.16.1.6","","CIP-008-3 - R1.1","IR-4
IR-5
IR-8","","7.2
7.3","PA11","BSGP","12.9.6","","X","47 (B)","","",""
"STA-01","Supply Chain Management, Transparency and Accountability
Data Quality and Integrity","Providers shall inspect, account for, and work with their cloud supply-chain partners to correct data quality errors and associated risks. Providers shall design and implement controls to mitigate and contain data security risks through proper separation of duties, role-based access, and least-privilege access for all personnel within their supply chain.","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","--","","APO10
APO11
DSS05.04
DSS06.03
DSS06.06","","SRM > Governance Risk & Compliance > Vendor Management","provider","X","Domain 2","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","","","","",""
"STA-02","Supply Chain Management, Transparency and Accountability
Incident Reporting","The provider shall make security incident information available to all affected customers and providers periodically through electronic methods (e.g. portals).","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","--","","APO09.03
APO09.04
APO10.04
APO10.05
DSS02.07","","ITOS > Service Support -> Incident Management > Cross Cloud Incident Response","provider","","Domain 2","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)","","","","","","","","","","","","","",""
"STA-03","Supply Chain Management, Transparency and Accountability
Network / Infrastructure Services","Business-critical or customer (tenant) impacting (physical and virtual) application and system-system interface (API) designs and configurations, and infrastructure network and systems components, shall be designed, developed, and deployed in accordance with mutually agreed-upon service and capacity-level expectations, as well as IT governance and service management policies and procedures.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","C2.2.0","(C2.2.0) The system security, availability, system integrity, and confidentiality and related security obligations of users and the entity’s system security, availability, system integrity, and confidentiality and related security commitments to users are communicated to authorized users.","CC2.2
CC2.3","C.2","C.2.6, G.9.9","Schedule 1 (Section 5), 4.7 - Safeguards, Subsec. 4.7.3","IS-31","DS5.10","APO01.03
APO03.01
APO03.02
APO09.03
BAI02.01
BAI02.04
BAI07.05","312.8 and 312.10","ITOS > Service Delivery > Service Level Management","provider","x","Domain 2","6.02. (c)
6.03.07. (a)
6.03.07. (b)
6.03.07. (c)
6.03.07. (d)","Article 17","NIST SP 800-53 R3 CA-3
NIST SP 800-53 R3 SA-9","NIST SP 800-53 R3 CA-3
NIST SP 800-53 R3 CP-6
NIST SP 800-53 R3 CP-6 (1)
NIST SP 800-53 R3 CP-6 (3)
NIST SP 800-53 R3 CP-7
NIST SP 800-53 R3 CP-7 (1)
NIST SP 800-53 R3 CP-7 (2)
NIST SP 800-53 R3 CP-7 (3)
NIST SP 800-53 R3 CP-7 (5)
NIST SP 800-53 R3 CP-8
NIST SP 800-53 R3 CP-8 (1)
NIST SP 800-53 R3 CP-8 (2)
NIST SP 800-53 R3 SA-9
NIST SP 800-53 R3 SA-9 (1)
NIST SP 800-53 R3 SC-30","8.2.2
8.2.5","","A.6.2.3
A.10.6.2","A.15.1.2
A.13.1.2","Commandment #6
Commandment #7
Commandment #8","","SC-20
SC-21
SC-22
SC-23
SC-24","","17.1","PA3
PA8
PA16","BSGP
BSGP
SGP","","","X","45 (B)
74 (B)","","",""
"STA-04","Supply Chain Management, Transparency and Accountability
Provider Internal Assessments","The provider shall perform annual internal assessments of conformance to, and effectiveness of, its policies, procedures, and supporting measures and metrics.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","","","","","","","--","","MEA01
MEA02","","SRM > Governance Risk & Compliance > Vendor Management","provider","x","Domain 2","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","12.1.1","","","","",""
"STA-05","Supply Chain Management, Transparency and Accountability
Supply Chain Agreements","Supply chain agreements (e.g., SLAs) between providers and customers (tenants) shall incorporate at least the following mutually-agreed upon provisions and/or terms:
 • Scope of business relationship and services offered (e.g., customer (tenant) data acquisition, exchange and usage, feature sets and functionality, personnel and infrastructure network and systems components for service delivery and support, roles and responsibilities of provider and customer (tenant) and any subcontracted or outsourced business relationships, physical geographical location of hosted services, and any known regulatory compliance considerations)
 • Information security requirements, provider and customer (tenant) primary points of contact for the duration of the business relationship, and references to detailed supporting and relevant business processes and technical measures implemented to enable effectively governance, risk management, assurance and legal, statutory and regulatory compliance obligations by all impacted business relationships
 • Notification and/or pre-authorization of any changes controlled by the provider with customer (tenant) impacts
 • Timely notification of a security incident (or confirmed breach) to all customers (tenants) and other business relationships impacted (i.e., up- and down-stream impacted supply chain)
 • Assessment and independent verification of compliance with agreement provisions and/or terms (e.g., industry-acceptable certification, attestation audit 
report, or equivalent forms of assurance) without posing an unacceptable business risk of exposure to the organization being assessed
 • Expiration of the business relationship and treatment of customer (tenant) data impacted
 • Customer (tenant) service-to-service application (API) and data interoperability and portability requirements for application development and information exchange, usage, and integrity persistence","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","S2.2.0




A3.6.0




C3.6.0","(S2.2.0) The availability, confidentiality of data, processing integrity, system security and related security obligations of users and the entity’s availability and related security commitments to users are communicated to authorized users.

(A3.6.0) Procedures exist to restrict physical access to the defined system including, but not limited to, facilities, backup media, and other system components such as firewalls, routers, and servers.

(C3.6.0) The entity has procedures to obtain assurance or representation that the confidentiality policies of third parties to whom information is transferred and upon which the entity relies are in conformity with the entity’s defined system confidentiality and related security policies and that the third party is in compliance with its policies.","CC2.2
CC2.3

CC5.5

C1.4
C1.5","C.2","C.2.4, C.2.6, G.4.1, G.16.3","Schedule 1 (Section 5) 4.1 Accountability, Subs. 4.1.3","LG-02","DS5.11","APO09.03
APO09.05","312.3, 312.8 and 312.10","BOSS > Legal Services > Contracts","shared","x","Domain 3","6.02. (e)
6.10. (h)
6.10. (i)","Article 17 (3)","NIST SP 800-53 R3 CA-3
NIST SP 800-53 R3 PS-7
NIST SP 800-53 R3 SA-6
NIST SP 800-53 R3 SA-7
NIST SP 800-53 R3 SA-9","NIST SP 800-53 R3 CA-3
NIST SP 800-53 R3 MP-5
NIST SP 800-53 R3 MP-5 (2)
NIST SP 800-53 R3 MP-5 (4)
NIST SP 800-53 R3 PS-7
NIST SP 800-53 R3 SA-6
NIST SP 800-53 R3 SA-7
NIST SP 800-53 R3 SA-9
NIST SP 800-53 R3 SA-9 (1)","1.2.5","45 CFR 164.308 (a)(4)(ii)(A)
45 CFR 164.308 (b)(1)
45 CFR 164.308 (b)(2)(i)
45 CFR 164.308 (b)(2)(ii)
45 CFR 164.308 (b)(2)(iii)
45 CFR 164.308 (b)(3)
45 CFR 164.308 (b)(4)
45 CFR 164.312(e)(2)(i)
45 CFR 164.312 (c)(1)
45 CFR 164.312(e)(2)(ii)
45 CFR 164.314 (a)(1)(i)
45 CFR 164.314 (a)(1)(ii)(A)
45 CFR 164.314 (a)(2)(i)
45 CFR 164.314 (a)(2)(i)(A)
45 CFR 164.314 (a)(2)(i)(B)
45 CFR 164.314 (a)(2)(i)(C)
45 CFR 164.314 (a)(2)(i)(D)
45 CFR 164.314 (a)(2)(ii)(A)
45 CFR 164.314 (a)(2)(ii)(A)(1)
45 CFR 164.314 (a)(2)(ii)(A)(2)
45 CFR 164.314 (a)(2)(ii)(B)
45 CFR 164.314 (a)(2)(ii)(C)
45 CFR 164.314 (b)(1)
45 CFR 164.314 (b)(2)
45 CFR 164.314 (b)(2)(i)
45 CFR 164.314 (b)(2)(ii)
45 CFR 164.314 (b)(2)(iii)
45 CFR 164.314 (b)(2)(iv)","A.6.2.3
A10.2.1
A.10.8.2
A.11.4.6
A.11.6.1
A.12.3.1
A.12.5.4","A.15.1.2,
8.1* partial,
A.13.2.2,
A.9.4.1
A.10.1.1","Commandment #1
Commandment #4
Commandment #5
Commandment #6
Commandment #7
Commandment #8","","CA-3
MP-5
PS-7
SA-6
SA-7
SA-9","","5.2
2.2","","","2.4
12.8.2","2.4
12.8.2","X","74 (B)
75 (C+, A+)
45 (B)
75 (C+, A+)
79 (B)
4 (C+, A+)","Chapter II
Article 14.","ITAR 22 CFR § 120.17 
EAR 15 CFR §736.2 (b)",""
"STA-06","Supply Chain Management, Transparency and Accountability
Supply Chain Governance Reviews","Providers shall review the risk management and governance processes of their partners so that practices are consistent and aligned to account for risks inherited from other members of that partner's cloud supply chain.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","","","","","","","--","","APO10.04
APO10.05
MEA01","","SRM > Governance Risk & Compliance > Vendor Management","provider","x","Domain 2","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)","","","","","","","","","12.8.4","","","","",""
"STA-07","Supply Chain Management, Transparency and Accountability
Supply Chain Metrics","Policies and procedures shall be implemented to ensure the consistent review of service agreements (e.g., SLAs) between providers and customers (tenants) across the relevant supply chain (upstream/downstream).

Reviews shall performed at least annually and identity non-conformance to established agreements.  The reviews should result in actions to address service-level conflicts or inconsistencies resulting from disparate supplier relationships.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","","","","","","","--","","APO01.03
APO09.03
APO09.04
APO09.05
APO10.01
APO10.03
APO10.04","","ITOS > Service Delivery > Service Level Management - Vendor Management","provider","x","Domain 3","6.02. (c)
6.02. (d)
6.07.01. (k)","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)","","","","","","","","","","","51 (B)","","",""
"STA-08","Supply Chain Management, Transparency and Accountability
Third Party Assessment","Providers shall assure reasonable information security across their information supply chain by performing an annual review. The review shall include all partners/third party-providers upon which their information supply chain depends on.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","","","","","","","--","","APO09.03
MEA01
MEA02","","SRM > Governance Risk & Compliance > Vendor Management","provider","x","Domain 2","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)","","","","","","","","","","","","","",""
